,,position,team,matches,wins,draws,loses,scored,missed,pts,xG,xG_diff,npxG,xGA,xGA_diff,npxGA,npxGD,ppda_coef,oppda_coef,deep,deep_allowed,xpts,xpts_diff
La_liga,2015,19,Getafe,38,9,9,20,37,67,36,41.773185999999995,4.7731859999999955,40.286629,63.348645,-3.651355,55.77580799999999,-15.489179,9.866715449685875,7.2307065951473835,159,229,40.87899999999999,4.878999999999991
La_liga,2015,20,Levante,38,8,8,22,37,70,32,39.2222133,2.2222133,37.735650299999996,63.54510100000001,-6.454899,58.242861000000005,-20.5072107,10.851727587375507,7.591024497509575,169,272,37.3269,5.326900000000002
La_liga,2016,1,Real Madrid,38,29,6,3,106,41,93,90.86640999999997,-15.13359,84.92033999999998,36.862559,-4.137441,33.889827999999994,51.030512000000016,9.742439246,13.407533416463902,333,173,86.1701,-6.8299
La_liga,2016,2,Barcelona,38,28,6,4,116,37,90,93.55159400000002,-22.448406,86.86223400000003,31.315663300000004,-5.6843367,31.315663300000004,55.54657070000001,6.702330217409409,15.710111355512122,552,144,87.95349999999999,-2.0465
La_liga,2016,3,Atletico Madrid,38,23,9,6,70,27,78,60.658899999999996,-9.3411,54.53281,31.3361685,4.336168499999999,28.363577500000005,26.169232499999996,9.954443662371872,8.828842703081074,265,168,69.10210000000001,-8.8979
La_liga,2016,4,Sevilla,38,21,9,8,69,49,72,59.09482499999999,-9.905175,55.27058399999999,38.704635,-10.295365,34.870096000000004,20.400487999999996,6.979834936,10.788850101732494,338,201,66.1788,-5.8212
La_liga,2016,5,Villarreal,38,19,10,9,56,33,67,52.228736999999995,-3.771263,46.282512999999994,43.1643821,10.164382099999997,38.7047361,7.5777769,11.527583287821747,10.59270360048253,268,260,59.57190000000002,-7.4281
La_liga,2016,6,Real Sociedad,38,19,7,12,59,53,64,45.58364529999999,-13.4163547,39.637928299999984,43.7127224,-9.2872776,38.3785894,1.2593389,7.096117847057872,11.220293953585088,229,168,54.935799999999986,-9.0642
La_liga,2016,7,Athletic Club,38,19,6,13,53,43,63,51.081266,-1.918734,45.135026,40.45537599999999,-2.544624,37.96999299999999,7.165033,7.993490614988312,9.942400195587059,233,167,60.5416,-2.4584
La_liga,2016,8,Espanyol,38,15,11,12,49,50,56,32.5531964,-16.4468036,29.580092399999998,38.34797899999999,-11.652021,36.86142099999999,-7.2813286,11.621521184367461,8.024812780117776,117,254,46.923100000000005,-9.0769
La_liga,2016,9,Alaves,38,14,13,11,41,43,55,42.60110549999998,1.6011054999999814,39.62826649999999,43.968918,0.9689180000000022,39.509381000000005,0.11888549999999876,12.401874814323943,7.920983068531751,110,248,52.791000000000004,-2.209
La_liga,2016,10,Eibar,38,15,9,14,56,51,54,42.98034800000001,-13.019652,36.892681,45.1701273,-5.8298727,40.7104633,-3.8177823,7.8213999262240765,9.458058160776154,157,218,50.0492,-3.9508
La_liga,2016,11,Malaga,38,12,10,16,49,55,46,40.369333999999995,-8.630666,36.534783,47.348118599999985,-7.6518814,42.14516159999999,-5.6103786,8.766319809540018,8.537794224195338,167,198,45.7466,-0.2534
La_liga,2016,12,Valencia,38,13,7,18,56,65,46,50.33957299999999,-5.660427,45.880026,50.961089300000005,-14.0389107,41.1572983,4.722727700000002,9.849351042189191,8.670477773416385,174,230,53.3876,7.387599999999999
La_liga,2016,13,Celta Vigo,38,13,6,19,53,69,45,40.48075299999999,-12.519247,35.2780471,55.97525799999999,-13.024742,48.53457799999999,-13.2565309,8.830990180312298,10.243297927267026,206,241,42.63019999999999,-2.3698
La_liga,2016,14,Las Palmas,38,10,9,19,53,74,39,40.79691400000001,-12.203086,36.337239,58.39414600000001,-15.605854,50.218214,-13.880975,10.230977404818498,10.034511758172991,270,211,42.10850000000001,3.1085000000000065
La_liga,2016,15,Real Betis,38,10,9,19,41,64,39,35.715405,-5.284595,34.228847,48.26806599999999,-15.731934,44.452251,-10.223404,9.142622111885323,8.284595438721025,181,217,44.561800000000005,5.561800000000005
La_liga,2016,16,Deportivo La Coruna,38,8,12,18,43,61,36,40.99535209999999,-2.0046479,35.661224100000005,48.604221999999986,-12.395778,46.37438499999998,-10.7131609,10.113410391439748,8.909674856,103,232,51.1573,15.1573
La_liga,2016,17,Leganes,38,8,11,19,36,55,35,33.1895923,-2.8104077,30.216731299999996,46.3858863,-8.6141137,41.011210399999996,-10.7944791,9.207090662466863,7.526390223398837,165,164,40.9461,5.946100000000001
La_liga,2016,18,Sporting Gijon,38,7,10,21,42,72,31,36.354798,-5.645202,31.0043,64.43206899999998,-7.567931,57.742839,-26.738539,9.532080707223518,7.762877161177519,201,247,33.85989999999999,2.859899999999989
La_liga,2016,19,Osasuna,38,4,10,24,40,94,22,33.12960600000001,-6.870394,28.670334000000004,64.82491300000001,-29.175087,58.135549,-29.465215,11.472048212234006,6.877610706940522,136,270,31.6423,9.642299999999999
La_liga,2016,20,Granada,38,4,8,26,30,82,20,29.686114199999995,-0.3138858,28.843287199999995,74.02516999999999,-7.97483,71.05205899999999,-42.2087718,12.012297570052391,8.256404423687089,113,307,26.495099999999997,6.495099999999997
La_liga,2017,1,Barcelona,38,28,9,1,99,29,93,90.48675199999997,-8.513248,86.77036199999999,41.62082,12.620820000000002,40.134388,46.635974000000004,9.109882605332539,13.939373439479967,528,188,79.43750000000003,-13.5625
La_liga,2017,2,Atletico Madrid,38,23,10,5,58,22,79,50.290479999999995,-7.70952,46.574090000000005,35.483819999999994,13.483819999999994,32.510845999999994,14.063243999999997,10.56997071624339,9.873491281,257,233,61.5989,-17.4011
La_liga,2017,3,Real Madrid,38,22,10,6,94,44,76,91.28737000000001,-2.71263,83.70159,45.097867999999984,1.097867999999984,42.12476669999998,41.576823299999994,9.303382119,13.999744400887844,453,188,79.9894,3.9894000000000034
La_liga,2017,4,Valencia,38,22,7,9,65,38,73,57.76337360000001,-7.2366264,51.8179286,47.890201999999995,9.890201999999995,44.173821999999994,7.644106600000001,10.62150545054771,8.630357941487558,234,250,58.23430000000001,-14.7657
La_liga,2017,5,Villarreal,38,18,7,13,57,50,61,55.669446,-1.330554,51.953572,54.236571000000005,4.236571000000005,48.2908652,3.6627068000000005,9.649503439793085,11.540659141891519,230,257,54.9601,-6.0399
La_liga,2017,6,Real Betis,38,18,6,14,60,61,60,46.715464,-13.284536,44.485641,49.760221200000004,-11.2397788,46.6235352,-2.1378942,9.809805688256075,12.713700427579646,183,236,50.5059,-9.4941
La_liga,2017,7,Sevilla,38,17,7,14,49,58,58,61.491078000000016,12.491078000000016,57.77468100000001,54.032522,-3.967478,48.086304999999996,9.688376000000002,9.087484049432916,11.414897329838332,350,233,58.61090000000002,0.6109000000000222
La_liga,2017,8,Getafe,38,15,10,13,42,33,55,49.029457,7.029457000000001,39.946565899999996,39.6481411,6.648141099999997,36.675024099999995,3.2715418000000005,9.517908178234672,5.579030861649312,189,208,57.5273,2.5272999999999968
La_liga,2017,9,Eibar,38,14,9,15,44,50,51,41.423519999999996,-2.57648,39.19368599999999,45.53158100000002,-4.468419,42.558602000000015,-3.364916,7.367009279838197,12.008982722435068,149,168,50.78559999999999,-0.2144
La_liga,2017,10,Girona,38,14,9,15,50,59,51,52.098753000000016,2.0987530000000163,46.152541000000014,51.60399700000001,-7.396003,47.887726000000015,-1.735185,9.570753075196418,8.705767451709619,137,236,53.0296,2.029600000000002
La_liga,2017,11,Celta Vigo,38,13,10,15,59,60,49,54.59000819999999,-4.4099918,52.36083319999999,57.683858,-2.316142,53.967466,-1.6066328,10.474937577601754,11.510223269126156,250,274,48.828599999999994,-0.1714
La_liga,2017,12,Espanyol,38,12,13,13,36,42,49,41.576662000000006,5.576662000000006,39.183232,53.371869000000004,11.371869000000004,48.912202999999984,-9.728971,10.87813887604705,9.337775531243617,175,219,44.6792,-4.3208
La_liga,2017,13,Real Sociedad,38,14,7,17,66,59,49,56.348762000000015,-9.651238,52.63249200000001,51.13120399999997,-7.868796,44.89770599999998,7.7347860000000015,9.640149742,12.743521584429892,243,195,55.8397,6.839700000000001
La_liga,2017,14,Alaves,38,15,2,21,40,50,47,37.879523000000006,-2.120477,35.649694000000004,58.200749,8.200749000000002,50.767956,-15.118262,11.997596010452451,6.875615653453491,134,277,39.025400000000005,-7.9746
La_liga,2017,15,Levante,38,11,13,14,44,58,46,44.202161,0.2021609999999967,40.485893,65.115931,7.115931000000003,60.657301000000004,-20.171408,12.536207618084713,7.648646963468272,179,283,41.8183,-4.1817
La_liga,2017,16,Athletic Club,38,10,13,15,41,49,43,51.785618,10.785618,45.839529,50.70784199999999,1.7078419999999923,46.248179,-0.40865,8.78152696,10.213549707871776,208,204,54.126999999999995,11.126999999999995
La_liga,2017,17,Leganes,38,12,7,19,34,51,43,39.25696089999999,5.256960899999989,37.0271209,48.7653586,-2.2346414,43.56333959999999,-6.5362187,10.806508218307195,7.30629108,145,186,44.5758,1.575800000000001
La_liga,2017,18,Deportivo La Coruna,38,6,11,21,38,76,29,49.775169,11.775168999999998,46.058785,60.873909000000005,-15.126091,57.157532,-11.098747,11.097662584368917,9.285734990706654,217,277,49.15869999999999,20.15869999999999
La_liga,2017,19,Las Palmas,38,5,7,26,24,74,22,37.875215199999985,13.875215199999985,31.929123199999996,74.42937100000002,0.4293710000000175,70.71312100000002,-38.7839978,9.145376239279278,8.971902843,215,230,31.053200000000007,9.053200000000007
La_liga,2017,20,Malaga,38,5,5,28,24,61,20,35.876437,11.876437000000003,31.293488,60.236374999999974,-0.763625,54.88016399999998,-23.586676,10.538918104914003,8.204959911,122,256,35.831599999999995,15.831599999999995
La_liga,2018,1,Barcelona,38,26,9,3,90,36,87,83.279534,-6.720466,76.584704,44.93094999999999,8.930949999999989,43.44439999999999,33.140304000000015,9.015263901517137,16.404884844687324,417,171,73.96039999999999,-13.0396
La_liga,2018,2,Atletico Madrid,38,22,10,6,55,29,76,51.872324000000006,-3.127676,48.730936000000014,41.434059000000005,12.434059000000005,37.71779400000001,11.013142000000002,11.066204538602875,11.10477810643612,252,190,59.4276,-16.5724
La_liga,2018,3,Real Madrid,38,21,5,12,63,46,68,68.654773,5.654773000000006,61.96552500000001,48.67575300000001,2.6757530000000074,42.729664,19.235861,8.896578362734848,14.782500589542503,341,168,64.7728,-3.2272
La_liga,2018,4,Valencia,38,15,16,7,51,35,61,61.88494899999998,10.884948999999978,56.56901899999999,42.854367,7.854367000000003,36.90841000000001,19.660608999999994,12.964657587277864,9.474006705870321,278,215,65.16159999999999,4.161599999999993
La_liga,2018,5,Sevilla,38,17,8,13,62,47,59,69.16230599999999,7.162305999999987,64.542453,46.71073199999999,-0.289268,41.508814999999984,23.033637999999996,10.652030814645839,10.020620488210044,321,211,65.07809999999999,6.078099999999992
La_liga,2018,6,Getafe,38,15,14,9,48,35,59,47.034178000000004,-0.965822,42.578151,44.226041,9.226041000000002,39.02311,3.5550409999999992,8.766903298,5.700771442750935,186,196,53.187200000000004,-5.8128
La_liga,2018,7,Espanyol,38,14,11,13,48,50,53,50.15734599999999,2.1573459999999898,47.18422799999999,54.61608600000002,4.616086000000017,48.548747000000006,-1.364519,9.856488791776902,9.819171281248202,241,241,50.0883,-2.9117
La_liga,2018,8,Athletic Club,38,13,14,11,41,45,53,44.441323999999994,3.4413239999999945,38.91707899999999,47.15881799999999,2.1588179999999895,43.44242800000001,-4.525349,8.304491872691997,11.302557686903405,221,185,50.01219999999999,-2.9878
La_liga,2018,9,Real Sociedad,38,13,11,14,45,46,50,47.987101,2.9871010000000027,40.554466000000005,48.09444,2.0944399999999987,45.68397,-5.129504,9.943556360727678,9.488771035326911,194,208,51.12550000000001,1.1255000000000095
La_liga,2018,10,Alaves,38,13,11,14,39,50,50,40.87301300000001,1.8730130000000074,38.643174,54.53208800000001,4.532088000000009,50.072421,-11.429247,11.228230078782055,7.096709822691347,129,270,44.01619999999999,-5.9838
La_liga,2018,11,Real Betis,38,14,8,16,44,52,50,51.677425,7.6774249999999995,46.35324500000001,53.54473199999999,1.5447319999999891,49.828349,-3.475104,9.316620850951313,12.381684934755219,241,220,52.3904,2.3903999999999996
La_liga,2018,12,Eibar,38,11,14,13,46,50,47,56.63360599999999,10.633605999999993,50.68738099999999,47.884204999999994,-2.115795,44.911084999999986,5.776295999999998,7.067694653568081,11.224323961604389,235,177,56.75300000000002,9.753000000000021
La_liga,2018,13,Leganes,38,11,12,15,37,43,45,41.24928400000001,4.249284,37.53314900000001,43.936600999999996,0.936601,40.79521999999999,-3.262071,12.471570785777809,9.964576074877924,155,190,51.14569999999999,6.145699999999991
La_liga,2018,14,Levante,38,11,11,16,59,66,44,54.08891299999999,-4.911087,48.886359,78.86325499999998,12.863254999999981,72.01381799999999,-23.127459,10.581995110215344,7.043106727634993,206,295,40.23330000000001,-3.7667
La_liga,2018,15,Villarreal,38,10,14,14,49,52,44,54.79973999999998,5.799739999999979,50.326503999999986,56.11814799999999,4.118147999999991,52.402151,-2.075647,11.152921069614612,11.173710155519865,232,263,52.17990000000001,8.1799
La_liga,2018,16,Celta Vigo,38,10,11,17,53,62,41,48.699852000000014,-4.300148,43.49692900000001,63.4295,1.4294999999999973,58.22655399999999,-14.729625,10.772791434260554,11.755188285583777,195,248,41.626,0.6259999999999977
La_liga,2018,17,Real Valladolid,38,10,11,17,32,51,41,41.64154699999998,9.641546999999981,36.438739,57.647324999999995,6.647324999999995,50.82946199999999,-14.390723,11.450773336203998,9.834414454214562,139,243,41.7997,0.7997000000000014
La_liga,2018,18,Girona,38,9,10,19,37,53,37,42.986638000000006,5.986638000000006,38.527247,55.334056,2.334055999999997,49.387950000000004,-10.860703,11.39045311,9.856544635,177,261,45.165600000000005,8.165600000000005
La_liga,2018,19,SD Huesca,38,7,12,19,43,65,33,51.37756899999998,8.377569,46.17501199999999,63.425214000000004,-1.574786,56.73598499999999,-10.560973,10.221756055844525,8.701259696940419,171,259,44.9625,11.962499999999999
La_liga,2018,20,Rayo Vallecano,38,8,8,22,41,70,32,47.233183000000004,6.233183000000004,43.51769100000001,62.318234999999994,-7.681765,54.001658,-10.483967,9.531583380516215,7.522984466152092,133,253,43.015,11.015
La_liga,2019,1,Real Madrid,38,26,9,3,70,25,87,72.15721800000003,2.1572180000000287,63.981449000000005,33.146266,8.146265999999997,31.659710000000004,32.321738999999994,9.262201903346337,14.476896911683774,334,127,77.6868,-9.3132
La_liga,2019,2,Barcelona,38,25,7,6,86,38,82,72.00944899999999,-13.990551,67.54978100000001,37.82394900000001,-0.176051,32.620992,34.928788999999995,8.256988359112638,17.96159753017072,440,146,73.1381,-8.8619
La_liga,2019,3,Sevilla,38,19,13,6,54,34,70,55.15550600000001,1.1555060000000097,49.952825000000004,36.61730099999999,2.6173009999999906,33.628775,16.32405,8.411132881656778,12.642357120188779,238,148,65.70500000000001,-4.295
La_liga,2019,4,Atletico Madrid,38,18,16,4,51,27,70,58.700962999999994,7.7009629999999945,52.739450999999995,31.515192,4.515191999999999,28.542602999999996,24.196847999999996,9.686664573924112,10.994450336769818,264,162,72.3506,2.3506
La_liga,2019,5,Villarreal,38,18,6,14,63,49,60,65.60650100000001,2.6065010000000086,57.43056500000001,48.589864999999996,-0.410135,41.832685399999995,15.597879599999994,10.900010043110614,12.067332101309585,218,228,64.05269999999999,4.052699999999987
La_liga,2019,6,Real Sociedad,38,16,8,14,56,48,56,50.915671,-5.084329,47.19954299999999,41.885105,-6.114895,35.196378,12.003165000000001,8.649489058298103,11.924640540762098,231,192,57.17829999999999,1.178299999999993
La_liga,2019,7,Granada,38,16,8,14,52,45,56,45.02140700000001,-6.978593,41.305020999999996,43.439237,-1.560763,39.723105999999994,1.581915,10.176947001763747,7.772831901195273,135,197,52.59689999999999,-3.4031
La_liga,2019,8,Getafe,38,14,12,12,43,37,54,45.191233999999994,2.1912339999999944,39.886634,43.0233834,6.0233834,38.56398539999999,1.3226486,7.005995471558769,6.302144663485731,176,119,53.78779999999999,-0.2122
La_liga,2019,9,Valencia,38,14,11,13,46,53,53,45.576254999999996,-0.423745,39.63014699999999,59.073642,6.0736419999999995,52.384285,-12.754138,14.086310827191369,10.543273106814919,217,262,45.42909999999999,-7.5709
La_liga,2019,10,Osasuna,38,13,13,12,46,54,52,49.038488,3.038488000000001,43.092265,49.580451000000004,-4.419549,45.86407100000002,-2.771806,9.097908077,8.506952294,197,191,51.50969999999999,-0.4903
La_liga,2019,11,Athletic Club,38,13,12,13,41,38,51,42.095595,1.095595000000003,34.595139,52.419298,14.419297999999998,47.216359999999995,-12.621221,9.713230736697202,10.22501820716951,122,205,44.6548,-6.3452
La_liga,2019,12,Levante,38,14,7,17,47,53,49,49.427886000000015,2.427886000000015,45.71175000000001,64.249355,11.249354999999994,58.88759299999999,-13.175843,12.009367239143124,8.825311085972167,177,273,42.879000000000005,-6.121
La_liga,2019,13,Real Valladolid,38,9,15,14,32,43,42,35.657758,3.657758000000001,31.041552999999997,53.937653999999995,10.937653999999995,47.99142499999999,-16.949872,12.394396649501953,8.319263140191401,109,226,39.3828,-2.6172
La_liga,2019,14,Eibar,38,11,9,18,39,56,42,42.34516200000001,3.345162000000009,34.75198499999999,54.33281600000001,-1.667184,49.7158455,-14.9638605,8.973649108251536,9.554977424,141,197,42.907000000000004,0.9070000000000036
La_liga,2019,15,Real Betis,38,10,11,17,48,60,41,48.898527999999985,0.8985279999999847,42.95267799999999,56.303716,-3.696284,48.127908000000005,-5.17523,10.36279190146081,11.853481466052175,236,216,47.937100000000015,6.937100000000015
La_liga,2019,16,Alaves,38,10,9,19,34,59,39,38.14706149999999,4.147061499999992,33.687779500000005,57.92967600000001,-1.070324,46.780883,-13.0931035,12.210774984466122,7.7701517969921605,130,220,40.97700000000001,1.977000000000011
La_liga,2019,17,Celta Vigo,38,7,16,15,37,49,37,40.441182999999995,3.441182999999995,33.75169150000001,44.82971099999998,-4.170289,41.11345399999998,-7.3617625,10.544065583484224,9.694045218604684,188,215,47.2581,10.258099999999999
La_liga,2019,18,Leganes,38,8,12,18,30,51,36,38.921846,8.921846000000002,35.149077999999996,45.62058899999999,-5.379411,40.417899999999996,-5.268822,10.913983978351656,7.726034426609586,158,166,48.919,12.918999999999997
La_liga,2019,19,Mallorca,38,9,6,23,40,65,33,40.456310400000014,0.45631040000001377,33.02352880000001,65.17030700000001,0.1703070000000082,53.27852500000001,-20.2549962,12.742765764593921,7.619622041754323,131,309,35.35680000000001,2.356800000000007
La_liga,2019,20,Espanyol,38,5,10,23,27,58,25,37.002815000000005,10.002815000000005,34.029713,53.27932349999998,-4.7206765,47.9160925,-13.8863795,9.441301459,10.059594287249787,148,191,41.758999999999986,16.758999999999986
EPL,2014,1,Chelsea,38,26,9,3,73,32,87,68.64332,-4.35668,64.740402,31.524344099999997,-0.4756559,29.2408351,35.4995669,10.942027381600568,13.419519874764763,407,171,75.3172,-11.6828
EPL,2014,2,Manchester City,38,24,7,7,83,38,79,75.81544099999999,-7.184559,69.60909099999998,40.499403,2.499403000000001,37.454762,32.154329,7.982490329660707,15.076978650180658,575,144,73.0982,-5.9018
